config_id,jobs,work,cores_used,own_bus,sum_bus,t_solo_ms,t_mix_ms,slowdown_actual,slowdown_pred,abs_error
304,"POW:36:1,TGAMMA:60:1,TGAMMA:12:1,COPY:84:1",TGAMMA_12_c1,5,4.0,55.9,6773,6900,1.019,1.02,0.002
304,"POW:36:1,TGAMMA:60:1,TGAMMA:12:1,COPY:84:1",COPY_84_c1,0,32.9,55.9,38335,69523,1.814,1.577,0.236
305,"TGAMMA:120:1,SQRTX:12:2",TGAMMA_120_c1,0,4.0,42.6,67717,68164,1.007,1.008,0.002
305,"TGAMMA:120:1,SQRTX:12:2",SQRTX_12_c2,"4,5",38.6,42.6,4659,4846,1.04,1.0,0.04
306,"DOT:36:3,POW:36:1",DOT_36_c3,"0,4,1",39.5,54.5,13678,17001,1.243,1.131,0.112
306,"DOT:36:3,POW:36:1",POW_36_c1,5,15.0,54.5,72048,132448,1.838,1.143,0.695
307,"ERF:48:1,ERF:12:2",ERF_48_c1,1,21.2,61.2,50880,74003,1.454,1.435,0.019
307,"ERF:48:1,ERF:12:2",ERF_12_c2,"4,5",40.0,61.2,6750,9272,1.374,1.332,0.042
308,"ERF:24:1,TGAMMA:120:1,COPY:84:1",ERF_24_c1,1,21.2,58.1,25440,28605,1.124,1.29,0.165
308,"ERF:24:1,TGAMMA:120:1,COPY:84:1",TGAMMA_120_c1,4,4.0,58.1,67717,70175,1.036,1.028,0.008
308,"ERF:24:1,TGAMMA:120:1,COPY:84:1",COPY_84_c1,0,32.9,58.1,38335,70777,1.846,1.651,0.195
309,"ERF:24:2,XPY:60:1,TGAMMA:12:1",ERF_24_c2,"4,1",40.0,89.2,13494,32775,2.429,2.16,0.269
309,"ERF:24:2,XPY:60:1,TGAMMA:12:1",XPY_60_c1,5,45.2,89.2,29859,69963,2.343,2.258,0.085
309,"ERF:24:2,XPY:60:1,TGAMMA:12:1",TGAMMA_12_c1,0,4.0,89.2,6773,6922,1.022,1.054,0.032
310,"ERF:12:1,DOT:84:1,TGAMMA:120:1,SUM:84:1",ERF_12_c1,5,21.2,91.2,12734,31306,2.458,1.95,0.508
310,"ERF:12:1,DOT:84:1,TGAMMA:120:1,SUM:84:1",DOT_84_c1,1,34.0,91.2,37041,93548,2.526,2.347,0.179
310,"ERF:12:1,DOT:84:1,TGAMMA:120:1,SUM:84:1",TGAMMA_120_c1,4,4.0,91.2,67717,70514,1.041,1.059,0.018
310,"ERF:12:1,DOT:84:1,TGAMMA:120:1,SUM:84:1",SUM_84_c1,0,32.0,91.2,19687,37105,1.885,2.371,0.486
311,"SUM:84:1,TGAMMA:120:1,XPY:48:1,ERF:12:1",SUM_84_c1,1,32.0,102.1,19687,67544,3.431,2.893,0.538
311,"SUM:84:1,TGAMMA:120:1,XPY:48:1,ERF:12:1",TGAMMA_120_c1,4,4.0,102.1,67717,69355,1.024,1.065,0.041
311,"SUM:84:1,TGAMMA:120:1,XPY:48:1,ERF:12:1",XPY_48_c1,5,44.9,102.1,24058,62449,2.596,2.584,0.011
311,"SUM:84:1,TGAMMA:120:1,XPY:48:1,ERF:12:1",ERF_12_c1,0,21.2,102.1,12734,15786,1.24,1.976,0.736
312,"ERF:24:1,SUM:84:1,SQRTX:48:1,XPY:48:1",ERF_24_c1,4,21.2,118.0,25440,73079,2.873,2.359,0.513
312,"ERF:24:1,SUM:84:1,SQRTX:48:1,XPY:48:1",SUM_84_c1,1,32.0,118.0,19687,49408,2.51,3.082,0.573
312,"ERF:24:1,SUM:84:1,SQRTX:48:1,XPY:48:1",SQRTX_48_c1,5,19.9,118.0,36255,62132,1.714,2.327,0.613
312,"ERF:24:1,SUM:84:1,SQRTX:48:1,XPY:48:1",XPY_48_c1,0,44.9,118.0,24058,65645,2.729,2.835,0.106
313,"SQRTX:48:1,ERF:48:1,COPY:60:1,ERF:48:1",SQRTX_48_c1,4,19.9,95.1,36255,65416,1.804,1.966,0.162
313,"SQRTX:48:1,ERF:48:1,COPY:60:1,ERF:48:1",ERF_48_c1,0,21.2,95.1,50880,82000,1.612,1.946,0.334
313,"SQRTX:48:1,ERF:48:1,COPY:60:1,ERF:48:1",COPY_60_c1,1,32.8,95.1,27398,80516,2.939,3.006,0.067
313,"SQRTX:48:1,ERF:48:1,COPY:60:1,ERF:48:1",ERF_48_c1,5,21.2,95.1,50880,122791,2.413,1.998,0.415
314,"ERF:24:2,SQRTX:12:1",ERF_24_c2,"0,5",40.0,59.8,13494,17400,1.289,1.29,0.001
314,"ERF:24:2,SQRTX:12:1",SQRTX_12_c1,1,19.8,59.8,9078,13725,1.512,1.419,0.093
315,"DOT:36:1,SUM:84:1",DOT_36_c1,4,34.0,66.0,15880,25666,1.616,1.624,0.008
315,"DOT:36:1,SUM:84:1",SUM_84_c1,1,32.0,66.0,19687,32663,1.659,1.689,0.03
316,"TGAMMA:120:2,POW:12:2",TGAMMA_120_c2,"0,1",8.0,37.3,33894,34156,1.008,1.0,0.008
316,"TGAMMA:120:2,POW:12:2",POW_12_c2,"4,5",29.3,37.3,12291,12406,1.009,1.0,0.009
317,"POW:24:2,ERF:48:2",POW_24_c2,"0,1",29.3,69.3,24606,31234,1.269,1.382,0.113
317,"POW:24:2,ERF:48:2",ERF_48_c2,"4,5",40.0,69.3,26996,43159,1.599,1.571,0.027
318,"SUM:132:1,ERF:48:3",SUM_132_c1,4,32.0,77.7,30946,75196,2.43,2.12,0.31
318,"SUM:132:1,ERF:48:3",ERF_48_c3,"5,1,0",45.7,77.7,23617,32446,1.374,1.82,0.446
319,"POW:36:1,ERF:12:1,POW:12:1,SQRTX:48:1",POW_36_c1,0,15.0,71.1,72048,88167,1.224,1.287,0.064
319,"POW:36:1,ERF:12:1,POW:12:1,SQRTX:48:1",ERF_12_c1,5,21.2,71.1,12734,20783,1.632,1.57,0.062
319,"POW:36:1,ERF:12:1,POW:12:1,SQRTX:48:1",POW_12_c1,1,15.0,71.1,23985,30348,1.265,1.29,0.025
319,"POW:36:1,ERF:12:1,POW:12:1,SQRTX:48:1",SQRTX_48_c1,4,19.9,71.1,36255,59949,1.654,1.579,0.075
320,"SUM:108:1,SUM:132:1,TGAMMA:120:1,SUM:84:1",SUM_108_c1,4,32.0,100.0,25305,76738,3.033,2.759,0.274
320,"SUM:108:1,SUM:132:1,TGAMMA:120:1,SUM:84:1",SUM_132_c1,1,32.0,100.0,30946,60710,1.962,2.569,0.608
320,"SUM:108:1,SUM:132:1,TGAMMA:120:1,SUM:84:1",TGAMMA_120_c1,5,4.0,100.0,67717,70892,1.047,1.066,0.019
320,"SUM:108:1,SUM:132:1,TGAMMA:120:1,SUM:84:1",SUM_84_c1,0,32.0,100.0,19687,59977,3.047,2.759,0.288
321,"ERF:48:1,TGAMMA:12:2",ERF_48_c1,5,21.2,29.2,50880,51833,1.019,1.0,0.019
321,"ERF:48:1,TGAMMA:12:2",TGAMMA_12_c2,"0,1",8.0,29.2,3394,3399,1.001,1.0,0.001
322,"COPY:84:1,POW:12:2",COPY_84_c1,0,32.9,62.2,38335,77940,2.033,1.898,0.136
322,"COPY:84:1,POW:12:2",POW_12_c2,"4,1",29.3,62.2,12291,17465,1.421,1.242,0.179
323,"POW:12:2,XPY:48:1,ERF:48:1",POW_12_c2,"4,5",29.3,95.4,12291,23056,1.876,1.899,0.023
323,"POW:12:2,XPY:48:1,ERF:48:1",XPY_48_c1,1,44.9,95.4,24058,63551,2.642,2.349,0.292
323,"POW:12:2,XPY:48:1,ERF:48:1",ERF_48_c1,0,21.2,95.4,50880,88116,1.732,1.928,0.197
324,"COPY:60:1,ERF:24:1",COPY_60_c1,0,32.8,54.0,27398,44160,1.612,1.473,0.139
324,"COPY:60:1,ERF:24:1",ERF_24_c1,5,21.2,54.0,25440,28472,1.119,1.224,0.105
325,"ERF:24:1,SUM:84:1",ERF_24_c1,5,21.2,53.2,25440,28753,1.13,1.211,0.081
325,"ERF:24:1,SUM:84:1",SUM_84_c1,4,32.0,53.2,19687,26448,1.343,1.35,0.006
326,"COPY:84:1,ERF:12:1",COPY_84_c1,1,32.9,54.1,38335,53708,1.401,1.691,0.29
326,"COPY:84:1,ERF:12:1",ERF_12_c1,5,21.2,54.1,12734,18797,1.476,1.384,0.093
327,"POW:36:1,TGAMMA:120:2",POW_36_c1,5,15.0,23.0,72048,71822,0.997,1.0,0.003
327,"POW:36:1,TGAMMA:120:2",TGAMMA_120_c2,"0,1",8.0,23.0,33894,33970,1.002,1.0,0.002
328,"TGAMMA:12:2,TGAMMA:120:1",TGAMMA_12_c2,"0,5",8.0,12.0,3394,3377,0.995,1.0,0.005
328,"TGAMMA:12:2,TGAMMA:120:1",TGAMMA_120_c1,4,4.0,12.0,67717,67401,0.995,1.0,0.005
329,"XPY:60:1,ERF:12:1,DOT:36:1,ERF:12:1",XPY_60_c1,1,45.2,121.6,29859,88082,2.95,2.906,0.044
329,"XPY:60:1,ERF:12:1,DOT:36:1,ERF:12:1",ERF_12_c1,4,21.2,121.6,12734,29817,2.342,2.364,0.022
329,"XPY:60:1,ERF:12:1,DOT:36:1,ERF:12:1",DOT_36_c1,0,34.0,121.6,15880,36043,2.27,2.967,0.697
329,"XPY:60:1,ERF:12:1,DOT:36:1,ERF:12:1",ERF_12_c1,5,21.2,121.6,12734,39353,3.09,2.409,0.681
330,"XPY:48:1,XPY:60:1,SQRTX:12:1",XPY_48_c1,1,44.9,109.9,24058,76023,3.16,2.817,0.343
330,"XPY:48:1,XPY:60:1,SQRTX:12:1",XPY_60_c1,5,45.2,109.9,29859,94790,3.175,2.815,0.36
330,"XPY:48:1,XPY:60:1,SQRTX:12:1",SQRTX_12_c1,0,19.8,109.9,9078,9984,1.1,2.082,0.983
331,"ERF:12:3,POW:24:1",ERF_12_c3,"5,4,1",45.6,60.6,5919,7323,1.237,1.314,0.077
331,"ERF:12:3,POW:24:1",POW_24_c1,0,15.0,60.6,48124,62119,1.291,1.195,0.096
332,"TGAMMA:120:1,ERF:48:1",TGAMMA_120_c1,4,4.0,25.2,67717,67701,1.0,1.0,0.0
332,"TGAMMA:120:1,ERF:48:1",ERF_48_c1,0,21.2,25.2,50880,51390,1.01,1.0,0.01
333,"XPY:48:1,SQRTX:48:1",XPY_48_c1,0,44.9,64.8,24058,30377,1.263,1.715,0.453
333,"XPY:48:1,SQRTX:48:1",SQRTX_48_c1,4,19.9,64.8,36255,63665,1.756,1.622,0.134
334,"POW:12:1,ERF:48:1",POW_12_c1,4,15.0,36.2,23985,24584,1.025,1.0,0.025
334,"POW:12:1,ERF:48:1",ERF_48_c1,5,21.2,36.2,50880,52684,1.035,1.0,0.035
335,"XPY:48:1,ERF:48:2",XPY_48_c1,4,44.9,84.9,24058,50381,2.094,2.173,0.079
335,"XPY:48:1,ERF:48:2",ERF_48_c2,"0,1",40.0,84.9,26996,61422,2.275,2.033,0.242
336,"XPY:60:1,TGAMMA:60:1",XPY_60_c1,5,45.2,49.2,29859,31776,1.064,1.214,0.15
336,"XPY:60:1,TGAMMA:60:1",TGAMMA_60_c1,4,4.0,49.2,33855,34122,1.008,1.009,0.001
337,"COPY:84:2,ERF:48:1,TGAMMA:12:1",COPY_84_c2,"0,1",33.2,58.4,37931,57885,1.526,1.23,0.296
337,"COPY:84:2,ERF:48:1,TGAMMA:12:1",ERF_48_c1,4,21.2,58.4,50880,124471,2.446,1.374,1.072
337,"COPY:84:2,ERF:48:1,TGAMMA:12:1",TGAMMA_12_c1,5,4.0,58.4,6773,7080,1.045,1.023,0.022
338,"SQRTX:12:1,SUM:108:2",SQRTX_12_c1,5,19.8,59.8,9078,16118,1.776,1.419,0.356
338,"SQRTX:12:1,SUM:108:2",SUM_108_c2,"0,1",40.0,59.8,20247,33129,1.636,1.367,0.27
339,"SUM:132:1,COPY:84:1",SUM_132_c1,1,32.0,64.9,30946,46070,1.489,1.66,0.171
339,"SUM:132:1,COPY:84:1",COPY_84_c1,4,32.9,64.9,38335,80153,2.091,1.84,0.25
340,"SQRTX:48:1,POW:12:1,TGAMMA:12:1",SQRTX_48_c1,0,19.9,38.9,36255,37297,1.029,1.002,0.027
340,"SQRTX:48:1,POW:12:1,TGAMMA:12:1",POW_12_c1,5,15.0,38.9,23985,24445,1.019,1.0,0.019
340,"SQRTX:48:1,POW:12:1,TGAMMA:12:1",TGAMMA_12_c1,4,4.0,38.9,6773,6791,1.003,1.005,0.002
341,"COPY:84:1,SUM:132:1,ERF:12:1",COPY_84_c1,0,32.9,86.1,38335,120124,3.134,2.748,0.386
341,"COPY:84:1,SUM:132:1,ERF:12:1",SUM_132_c1,5,32.0,86.1,30946,46737,1.51,2.222,0.711
341,"COPY:84:1,SUM:132:1,ERF:12:1",ERF_12_c1,4,21.2,86.1,12734,33246,2.611,1.876,0.734
342,"DOT:84:1,XPY:60:2",DOT_84_c1,1,34.0,83.0,37041,123237,3.327,2.2,1.127
342,"DOT:84:1,XPY:60:2",XPY_60_c2,"0,5",49.0,83.0,27541,46678,1.695,1.548,0.147
343,"POW:12:1,POW:36:1,POW:12:1",POW_12_c1,1,15.0,45.0,23985,25576,1.066,1.039,0.028
343,"POW:12:1,POW:36:1,POW:12:1",POW_36_c1,0,15.0,45.0,72048,77169,1.071,1.074,0.003
343,"POW:12:1,POW:36:1,POW:12:1",POW_12_c1,4,15.0,45.0,23985,25688,1.071,1.074,0.003
344,"SQRTX:12:1,ERF:48:2",SQRTX_12_c1,1,19.8,59.8,9078,13620,1.5,1.419,0.081
344,"SQRTX:12:1,ERF:48:2",ERF_48_c2,"4,5",40.0,59.8,26996,34581,1.281,1.29,0.009
345,"POW:24:2,XPY:48:1,POW:24:1",POW_24_c2,"4,1",29.3,89.2,24606,46796,1.902,1.776,0.126
345,"POW:24:2,XPY:48:1,POW:24:1",XPY_48_c1,5,44.9,89.2,24058,64946,2.7,2.227,0.473
345,"POW:24:2,XPY:48:1,POW:24:1",POW_24_c1,0,15.0,89.2,48124,61253,1.273,1.409,0.136
346,"XPY:60:1,XPY:48:3",XPY_60_c1,5,45.2,93.6,29859,109220,3.658,2.322,1.336
346,"XPY:60:1,XPY:48:3",XPY_48_c3,"0,1,4",48.4,93.6,22304,29219,1.31,1.724,0.414
347,"ERF:12:1,POW:36:1,TGAMMA:120:1",ERF_12_c1,4,21.2,40.2,12734,13382,1.051,1.003,0.048
347,"ERF:12:1,POW:36:1,TGAMMA:120:1",POW_36_c1,1,15.0,40.2,72048,74329,1.032,1.011,0.021
347,"ERF:12:1,POW:36:1,TGAMMA:120:1",TGAMMA_120_c1,5,4.0,40.2,67717,68166,1.007,1.005,0.002
348,"SUM:108:1,POW:36:1,ERF:48:1,POW:36:1",SUM_108_c1,1,32.0,83.2,25305,63272,2.5,2.264,0.236
348,"SUM:108:1,POW:36:1,ERF:48:1,POW:36:1",POW_36_c1,5,15.0,83.2,72048,97062,1.347,1.404,0.056
348,"SUM:108:1,POW:36:1,ERF:48:1,POW:36:1",ERF_48_c1,0,21.2,83.2,50880,98762,1.941,1.763,0.178
348,"SUM:108:1,POW:36:1,ERF:48:1,POW:36:1",POW_36_c1,4,15.0,83.2,72048,101050,1.403,1.382,0.02
349,"COPY:84:1,XPY:48:1,POW:12:1",COPY_84_c1,5,32.9,92.8,38335,77953,2.033,2.758,0.724
349,"COPY:84:1,XPY:48:1,POW:12:1",XPY_48_c1,4,44.9,92.8,24058,62615,2.603,2.3,0.303
349,"COPY:84:1,XPY:48:1,POW:12:1",POW_12_c1,0,15.0,92.8,23985,45133,1.882,1.492,0.389
350,"SUM:84:2,TGAMMA:120:1",SUM_84_c2,"0,5",40.0,44.0,15752,17890,1.136,1.0,0.136
350,"SUM:84:2,TGAMMA:120:1",TGAMMA_120_c1,1,4.0,44.0,67717,70539,1.042,1.01,0.032
351,"COPY:84:1,SUM:84:1,XPY:48:1,DOT:36:1",COPY_84_c1,0,32.9,143.8,38335,125532,3.275,4.496,1.222
351,"COPY:84:1,SUM:84:1,XPY:48:1,DOT:36:1",SUM_84_c1,4,32.0,143.8,19687,80814,4.105,3.751,0.354
351,"COPY:84:1,SUM:84:1,XPY:48:1,DOT:36:1",XPY_48_c1,5,44.9,143.8,24058,79833,3.318,3.42,0.102
351,"COPY:84:1,SUM:84:1,XPY:48:1,DOT:36:1",DOT_36_c1,1,34.0,143.8,15880,56412,3.552,3.565,0.013
352,"POW:12:1,TGAMMA:60:2,COPY:84:1",POW_12_c1,0,15.0,55.9,23985,25939,1.081,1.133,0.051
352,"POW:12:1,TGAMMA:60:2,COPY:84:1",TGAMMA_60_c2,"4,1",8.0,55.9,16972,17534,1.033,1.011,0.022
352,"POW:12:1,TGAMMA:60:2,COPY:84:1",COPY_84_c1,5,32.9,55.9,38335,69330,1.809,1.577,0.231
353,"ERF:24:1,DOT:84:2,DOT:36:1",ERF_24_c1,4,21.2,95.3,25440,60759,2.388,1.949,0.439
353,"ERF:24:1,DOT:84:2,DOT:36:1",DOT_84_c2,"0,1",40.1,95.3,31407,58048,1.848,2.314,0.465
353,"ERF:24:1,DOT:84:2,DOT:36:1",DOT_36_c1,5,34.0,95.3,15880,49605,3.124,2.424,0.7
354,"TGAMMA:12:1,XPY:60:1,DOT:84:1",TGAMMA_12_c1,4,4.0,83.2,6773,6889,1.017,1.043,0.026
354,"TGAMMA:12:1,XPY:60:1,DOT:84:1",XPY_60_c1,5,45.2,83.2,29859,54583,1.828,2.223,0.395
354,"TGAMMA:12:1,XPY:60:1,DOT:84:1",DOT_84_c1,1,34.0,83.2,37041,73332,1.98,2.331,0.351
355,"SUM:132:1,TGAMMA:120:1,ERF:12:1",SUM_132_c1,5,32.0,57.2,30946,46881,1.515,1.488,0.027
355,"SUM:132:1,TGAMMA:120:1,ERF:12:1",TGAMMA_120_c1,1,4.0,57.2,67717,69568,1.027,1.027,0.001
355,"SUM:132:1,TGAMMA:120:1,ERF:12:1",ERF_12_c1,0,21.2,57.2,12734,14544,1.142,1.275,0.133
356,"SUM:132:1,XPY:60:1,SUM:84:1,XPY:48:1",SUM_132_c1,5,32.0,154.1,30946,84696,2.737,3.977,1.24
356,"SUM:132:1,XPY:60:1,SUM:84:1,XPY:48:1",XPY_60_c1,4,45.2,154.1,29859,129254,4.329,3.689,0.64
356,"SUM:132:1,XPY:60:1,SUM:84:1,XPY:48:1",SUM_84_c1,1,32.0,154.1,19687,53862,2.736,3.977,1.241
356,"SUM:132:1,XPY:60:1,SUM:84:1,XPY:48:1",XPY_48_c1,0,44.9,154.1,24058,104399,4.339,3.69,0.649
357,"XPY:48:1,TGAMMA:12:1,TGAMMA:12:2",XPY_48_c1,5,44.9,56.9,24058,30151,1.253,1.421,0.168
357,"XPY:48:1,TGAMMA:12:1,TGAMMA:12:2",TGAMMA_12_c1,4,4.0,56.9,6773,6866,1.014,1.018,0.004
357,"XPY:48:1,TGAMMA:12:1,TGAMMA:12:2",TGAMMA_12_c2,"0,1",8.0,56.9,3394,3464,1.021,1.012,0.008
358,"SUM:108:1,SUM:108:1,ERF:48:1",SUM_108_c1,0,32.0,85.2,25305,41249,1.63,2.198,0.568
358,"SUM:108:1,SUM:108:1,ERF:48:1",SUM_108_c1,5,32.0,85.2,25305,67024,2.649,2.352,0.296
358,"SUM:108:1,SUM:108:1,ERF:48:1",ERF_48_c1,1,21.2,85.2,50880,99220,1.95,1.86,0.09
359,"SUM:84:3,DOT:36:1",SUM_84_c3,"0,5,1",39.4,73.4,15984,25323,1.584,1.875,0.291
359,"SUM:84:3,DOT:36:1",DOT_36_c1,4,34.0,73.4,15880,44804,2.821,1.896,0.925
360,"TGAMMA:12:1,TGAMMA:60:2",TGAMMA_12_c1,4,4.0,12.0,6773,6761,0.998,1.0,0.002
360,"TGAMMA:12:1,TGAMMA:60:2",TGAMMA_60_c2,"0,1",8.0,12.0,16972,16935,0.998,1.0,0.002
361,"TGAMMA:12:1,SUM:84:1,TGAMMA:120:1",TGAMMA_12_c1,4,4.0,40.0,6773,6862,1.013,1.01,0.004
361,"TGAMMA:12:1,SUM:84:1,TGAMMA:120:1",SUM_84_c1,0,32.0,40.0,19687,21962,1.116,1.032,0.084
361,"TGAMMA:12:1,SUM:84:1,TGAMMA:120:1",TGAMMA_120_c1,5,4.0,40.0,67717,68198,1.007,1.0,0.007
362,"SQRTX:48:1,POW:24:1,POW:24:1",SQRTX_48_c1,0,19.9,49.9,36255,39023,1.076,1.161,0.085
362,"SQRTX:48:1,POW:24:1,POW:24:1",POW_24_c1,1,15.0,49.9,48124,51610,1.072,1.112,0.039
362,"SQRTX:48:1,POW:24:1,POW:24:1",POW_24_c1,5,15.0,49.9,48124,51615,1.073,1.112,0.039
363,"XPY:48:2,POW:36:2",XPY_48_c2,"4,1",48.7,78.0,22157,32470,1.465,1.465,0.001
363,"XPY:48:2,POW:36:2",POW_36_c2,"0,5",29.3,78.0,36901,69732,1.89,1.554,0.335
364,"SUM:84:1,TGAMMA:12:1,TGAMMA:60:1",SUM_84_c1,1,32.0,40.0,19687,21960,1.115,1.0,0.115
364,"SUM:84:1,TGAMMA:12:1,TGAMMA:60:1",TGAMMA_12_c1,4,4.0,40.0,6773,6843,1.01,1.001,0.009
364,"SUM:84:1,TGAMMA:12:1,TGAMMA:60:1",TGAMMA_60_c1,0,4.0,40.0,33855,34289,1.013,1.001,0.012
365,"ERF:12:3,SUM:108:1",ERF_12_c3,"0,5,1",45.6,77.6,5919,8114,1.371,1.817,0.446
365,"ERF:12:3,SUM:108:1",SUM_108_c1,4,32.0,77.6,25305,61574,2.433,2.117,0.316
366,"ERF:24:1,DOT:36:1",ERF_24_c1,0,21.2,55.2,25440,38351,1.508,1.406,0.101
366,"ERF:24:1,DOT:36:1",DOT_36_c1,4,34.0,55.2,15880,20858,1.313,1.517,0.204
367,"ERF:12:2,TGAMMA:120:1,TGAMMA:12:1",ERF_12_c2,"0,1",40.0,48.0,6750,7122,1.055,1.0,0.055
367,"ERF:12:2,TGAMMA:120:1,TGAMMA:12:1",TGAMMA_120_c1,4,4.0,48.0,67717,68570,1.013,1.014,0.001
367,"ERF:12:2,TGAMMA:120:1,TGAMMA:12:1",TGAMMA_12_c1,5,4.0,48.0,6773,6862,1.013,1.014,0.001
368,"SQRTX:48:1,SUM:108:1",SQRTX_48_c1,0,19.9,51.9,36255,50018,1.38,1.349,0.03
368,"SQRTX:48:1,SUM:108:1",SUM_108_c1,4,32.0,51.9,25305,31065,1.228,1.474,0.246
369,"TGAMMA:60:2,COPY:84:2",TGAMMA_60_c2,"0,1",8.0,41.2,16972,17722,1.044,1.0,0.044
369,"TGAMMA:60:2,COPY:84:2",COPY_84_c2,"4,5",33.2,41.2,37931,44825,1.182,1.0,0.182
370,"SUM:132:1,TGAMMA:60:1,POW:24:2",SUM_132_c1,1,32.0,65.3,30946,66457,2.148,1.787,0.361
370,"SUM:132:1,TGAMMA:60:1,POW:24:2",TGAMMA_60_c1,0,4.0,65.3,33855,34807,1.028,1.03,0.002
370,"SUM:132:1,TGAMMA:60:1,POW:24:2",POW_24_c2,"4,5",29.3,65.3,24606,29823,1.212,1.303,0.091
371,"ERF:12:1,SQRTX:12:3",ERF_12_c1,4,21.2,60.2,12734,23043,1.81,1.386,0.424
371,"ERF:12:1,SQRTX:12:3",SQRTX_12_c3,"1,5,0",39.0,60.2,4616,6201,1.343,1.341,0.003
372,"POW:12:1,ERF:12:1",POW_12_c1,4,15.0,36.2,23985,24517,1.022,1.02,0.002
372,"POW:12:1,ERF:12:1",ERF_12_c1,0,21.2,36.2,12734,13309,1.045,1.011,0.034
373,"SUM:108:2,POW:36:1",SUM_108_c2,"4,5",40.0,55.0,20247,32713,1.616,1.187,0.429
373,"SUM:108:2,POW:36:1",POW_36_c1,0,15.0,55.0,72048,104106,1.445,1.163,0.282
374,"POW:36:1,SUM:132:1,ERF:24:1",POW_36_c1,1,15.0,68.2,72048,79949,1.11,1.219,0.109
374,"POW:36:1,SUM:132:1,ERF:24:1",SUM_132_c1,4,32.0,68.2,30946,57318,1.852,1.916,0.064
374,"POW:36:1,SUM:132:1,ERF:24:1",ERF_24_c1,0,21.2,68.2,25440,40837,1.605,1.605,0.0
375,"ERF:48:1,POW:12:3",ERF_48_c1,0,21.2,62.4,50880,88086,1.731,1.424,0.307
375,"ERF:48:1,POW:12:3",POW_12_c3,"5,1,4",41.2,62.4,8733,10514,1.204,1.246,0.042
376,"ERF:48:1,SQRTX:48:1",ERF_48_c1,4,21.2,41.1,50880,52814,1.038,1.018,0.02
376,"ERF:48:1,SQRTX:48:1",SQRTX_48_c1,1,19.9,41.1,36255,37162,1.025,1.018,0.007
377,"POW:36:2,XPY:60:2",POW_36_c2,"0,1",29.3,78.3,36901,69746,1.89,1.56,0.33
377,"POW:36:2,XPY:60:2",XPY_60_c2,"4,5",49.0,78.3,27541,40611,1.475,1.47,0.005
378,"DOT:36:1,SUM:84:1,XPY:60:1",DOT_36_c1,1,34.0,111.2,15880,55536,3.497,2.902,0.595
378,"DOT:36:1,SUM:84:1,XPY:60:1",SUM_84_c1,0,32.0,111.2,19687,31897,1.62,2.795,1.174
378,"DOT:36:1,SUM:84:1,XPY:60:1",XPY_60_c1,5,45.2,111.2,29859,98856,3.311,2.776,0.535
379,"DOT:36:1,SUM:108:1,ERF:24:1,TGAMMA:60:1",DOT_36_c1,5,34.0,91.2,15880,40289,2.537,2.347,0.19
379,"DOT:36:1,SUM:108:1,ERF:24:1,TGAMMA:60:1",SUM_108_c1,4,32.0,91.2,25305,47641,1.883,2.371,0.488
379,"DOT:36:1,SUM:108:1,ERF:24:1,TGAMMA:60:1",ERF_24_c1,1,21.2,91.2,25440,62314,2.449,1.95,0.499
379,"DOT:36:1,SUM:108:1,ERF:24:1,TGAMMA:60:1",TGAMMA_60_c1,0,4.0,91.2,33855,35328,1.044,1.059,0.015
380,"SUM:108:2,SQRTX:12:1,SQRTX:48:1",SUM_108_c2,"0,1",40.0,79.7,20247,33505,1.655,2.111,0.456
380,"SUM:108:2,SQRTX:12:1,SQRTX:48:1",SQRTX_12_c1,4,19.8,79.7,9078,15837,1.745,1.743,0.002
380,"SUM:108:2,SQRTX:12:1,SQRTX:48:1",SQRTX_48_c1,5,19.9,79.7,36255,63356,1.748,1.743,0.005
381,"ERF:12:1,SQRTX:12:1,COPY:60:1",ERF_12_c1,5,21.2,73.8,12734,19940,1.566,1.636,0.07
381,"ERF:12:1,SQRTX:12:1,COPY:60:1",SQRTX_12_c1,1,19.8,73.8,9078,15974,1.76,1.653,0.107
381,"ERF:12:1,SQRTX:12:1,COPY:60:1",COPY_60_c1,0,32.8,73.8,27398,53183,1.941,2.141,0.2
382,"POW:12:1,SQRTX:48:1",POW_12_c1,5,15.0,34.9,23985,24251,1.011,1.0,0.011
382,"POW:12:1,SQRTX:48:1",SQRTX_48_c1,0,19.9,34.9,36255,37046,1.022,1.0,0.022
383,"TGAMMA:60:2,ERF:48:1",TGAMMA_60_c2,"0,5",8.0,29.2,16972,17022,1.003,1.0,0.003
383,"TGAMMA:60:2,ERF:48:1",ERF_48_c1,1,21.2,29.2,50880,51823,1.019,1.0,0.019
384,"ERF:12:1,TGAMMA:12:1,COPY:60:1",ERF_12_c1,4,21.2,58.0,12734,19969,1.568,1.445,0.123
384,"ERF:12:1,TGAMMA:12:1,COPY:60:1",TGAMMA_12_c1,5,4.0,58.0,6773,6854,1.012,1.018,0.006
384,"ERF:12:1,TGAMMA:12:1,COPY:60:1",COPY_60_c1,0,32.8,58.0,27398,41741,1.524,1.822,0.299
385,"POW:12:1,ERF:48:1,COPY:84:1",POW_12_c1,1,15.0,69.1,23985,30608,1.276,1.275,0.001
385,"POW:12:1,ERF:48:1,COPY:84:1",ERF_48_c1,5,21.2,69.1,50880,84345,1.658,1.538,0.12
