config_id,jobs,work,cores_used,own_bus,sum_bus,t_solo_ms,t_mix_ms,slowdown_actual,slowdown_pred,abs_error
795,"XPY:60:1,SUM:84:1,POW:24:1",XPY_60_c1,4,45.2,92.2,29859,61599,2.063,2.199,0.136
795,"XPY:60:1,SUM:84:1,POW:24:1",SUM_84_c1,5,32.0,92.2,19687,48606,2.469,2.468,0.001
795,"XPY:60:1,SUM:84:1,POW:24:1",POW_24_c1,1,15.0,92.2,48124,63235,1.314,1.463,0.149
796,"TGAMMA:12:1,POW:24:2,TGAMMA:60:1",TGAMMA_12_c1,1,4.0,37.3,6773,6820,1.007,1.002,0.005
796,"TGAMMA:12:1,POW:24:2,TGAMMA:60:1",POW_24_c2,"0,5",29.3,37.3,24606,24841,1.01,1.0,0.01
796,"TGAMMA:12:1,POW:24:2,TGAMMA:60:1",TGAMMA_60_c1,4,4.0,37.3,33855,34093,1.007,1.002,0.005
797,"POW:12:1,SUM:132:1,POW:24:1",POW_12_c1,5,15.0,62.0,23985,28481,1.187,1.245,0.057
797,"POW:12:1,SUM:132:1,POW:24:1",SUM_132_c1,1,32.0,62.0,30946,57890,1.871,1.702,0.168
797,"POW:12:1,SUM:132:1,POW:24:1",POW_24_c1,4,15.0,62.0,48124,53407,1.11,1.171,0.061
798,"SUM:108:1,ERF:48:1,TGAMMA:12:1,TGAMMA:12:1",SUM_108_c1,0,32.0,61.2,25305,41251,1.63,1.594,0.037
798,"SUM:108:1,ERF:48:1,TGAMMA:12:1,TGAMMA:12:1",ERF_48_c1,1,21.2,61.2,50880,62783,1.234,1.358,0.124
798,"SUM:108:1,ERF:48:1,TGAMMA:12:1,TGAMMA:12:1",TGAMMA_12_c1,5,4.0,61.2,6773,6951,1.026,1.028,0.001
798,"SUM:108:1,ERF:48:1,TGAMMA:12:1,TGAMMA:12:1",TGAMMA_12_c1,4,4.0,61.2,6773,6977,1.03,1.031,0.001
799,"ERF:12:1,TGAMMA:60:1,ERF:48:1",ERF_12_c1,1,21.2,46.4,12734,13810,1.084,1.204,0.12
799,"ERF:12:1,TGAMMA:60:1,ERF:48:1",TGAMMA_60_c1,0,4.0,46.4,33855,34235,1.011,1.006,0.005
799,"ERF:12:1,TGAMMA:60:1,ERF:48:1",ERF_48_c1,5,21.2,46.4,50880,55246,1.086,1.204,0.118
800,"SUM:84:1,XPY:60:1,DOT:36:1,POW:36:1",SUM_84_c1,5,32.0,126.2,19687,66247,3.365,3.362,0.003
800,"SUM:84:1,XPY:60:1,DOT:36:1,POW:36:1",XPY_60_c1,4,45.2,126.2,29859,96464,3.231,2.96,0.271
800,"SUM:84:1,XPY:60:1,DOT:36:1,POW:36:1",DOT_36_c1,1,34.0,126.2,15880,39217,2.47,3.127,0.658
800,"SUM:84:1,XPY:60:1,DOT:36:1,POW:36:1",POW_36_c1,0,15.0,126.2,72048,163123,2.264,1.713,0.551
801,"SQRTX:48:3,POW:12:1",SQRTX_48_c3,"4,1,0",39.0,54.0,18447,22832,1.238,1.134,0.104
801,"SQRTX:48:3,POW:12:1",POW_12_c1,5,15.0,54.0,23985,31140,1.298,1.139,0.16
802,"XPY:48:1,XPY:48:1,DOT:84:1,DOT:36:1",XPY_48_c1,0,44.9,157.8,24058,81105,3.371,3.697,0.326
802,"XPY:48:1,XPY:48:1,DOT:84:1,DOT:36:1",XPY_48_c1,5,44.9,157.8,24058,81006,3.367,3.697,0.33
802,"XPY:48:1,XPY:48:1,DOT:84:1,DOT:36:1",DOT_84_c1,4,34.0,157.8,37041,133054,3.592,3.851,0.259
802,"XPY:48:1,XPY:48:1,DOT:84:1,DOT:36:1",DOT_36_c1,1,34.0,157.8,15880,57260,3.606,3.851,0.245
803,"TGAMMA:120:1,COPY:84:1,SUM:108:2",TGAMMA_120_c1,1,4.0,76.9,67717,70270,1.038,1.043,0.005
803,"TGAMMA:120:1,COPY:84:1,SUM:108:2",COPY_84_c1,4,32.9,76.9,38335,127435,3.324,2.448,0.876
803,"TGAMMA:120:1,COPY:84:1,SUM:108:2",SUM_108_c2,"0,5",40.0,76.9,20247,52788,2.607,2.006,0.601
804,"POW:36:1,COPY:60:1,SUM:132:1,SQRTX:48:1",POW_36_c1,1,15.0,99.7,72048,129014,1.791,1.514,0.277
804,"POW:36:1,COPY:60:1,SUM:132:1,SQRTX:48:1",COPY_60_c1,5,32.8,99.7,27398,87665,3.2,3.085,0.115
804,"POW:36:1,COPY:60:1,SUM:132:1,SQRTX:48:1",SUM_132_c1,4,32.0,99.7,30946,79072,2.555,2.67,0.115
804,"POW:36:1,COPY:60:1,SUM:132:1,SQRTX:48:1",SQRTX_48_c1,0,19.9,99.7,36255,62158,1.714,2.074,0.36
805,"TGAMMA:120:2,SQRTX:48:1",TGAMMA_120_c2,"4,5",8.0,27.9,33894,33807,0.997,1.0,0.003
805,"TGAMMA:120:2,SQRTX:48:1",SQRTX_48_c1,0,19.9,27.9,36255,36561,1.008,1.0,0.008
806,"ERF:48:3,DOT:36:1",ERF_48_c3,"0,4,1",45.7,79.7,23617,39644,1.679,1.879,0.2
806,"ERF:48:3,DOT:36:1",DOT_36_c1,5,34.0,79.7,15880,35662,2.246,2.062,0.183
807,"DOT:84:3,POW:12:1",DOT_84_c3,"1,4,0",39.6,54.6,31858,39622,1.244,1.133,0.11
807,"DOT:84:3,POW:12:1",POW_12_c1,5,15.0,54.6,23985,43057,1.795,1.144,0.651
808,"POW:12:1,TGAMMA:60:1,SUM:132:1",POW_12_c1,1,15.0,51.0,23985,26876,1.121,1.16,0.039
808,"POW:12:1,TGAMMA:60:1,SUM:132:1",TGAMMA_60_c1,0,4.0,51.0,33855,34382,1.016,1.011,0.005
808,"POW:12:1,TGAMMA:60:1,SUM:132:1",SUM_132_c1,5,32.0,51.0,30946,45287,1.463,1.411,0.053
809,"TGAMMA:12:3,ERF:12:1",TGAMMA_12_c3,"5,1,0",11.9,33.1,2268,2271,1.001,1.0,0.001
809,"TGAMMA:12:3,ERF:12:1",ERF_12_c1,4,21.2,33.1,12734,13047,1.025,1.0,0.025
810,"DOT:84:1,DOT:36:2,TGAMMA:120:1",DOT_84_c1,4,34.0,78.1,37041,120201,3.245,2.059,1.186
810,"DOT:84:1,DOT:36:2,TGAMMA:120:1",DOT_36_c2,"0,5",40.1,78.1,13460,25891,1.924,1.815,0.109
810,"DOT:84:1,DOT:36:2,TGAMMA:120:1",TGAMMA_120_c1,1,4.0,78.1,67717,71055,1.049,1.044,0.005
811,"TGAMMA:12:1,XPY:48:1",TGAMMA_12_c1,1,4.0,48.9,6773,6903,1.019,1.022,0.003
811,"TGAMMA:12:1,XPY:48:1",XPY_48_c1,5,44.9,48.9,24058,25832,1.074,1.235,0.161
812,"XPY:60:1,SQRTX:48:2,DOT:84:1",XPY_60_c1,5,45.2,117.8,29859,84443,2.828,2.819,0.009
812,"XPY:60:1,SQRTX:48:2,DOT:84:1",SQRTX_48_c2,"4,1",38.6,117.8,18647,49942,2.678,3.225,0.547
812,"XPY:60:1,SQRTX:48:2,DOT:84:1",DOT_84_c1,0,34.0,117.8,37041,80213,2.166,2.878,0.713
813,"POW:36:1,POW:12:1,TGAMMA:60:2",POW_36_c1,5,15.0,38.0,72048,74443,1.033,1.0,0.033
813,"POW:36:1,POW:12:1,TGAMMA:60:2",POW_12_c1,4,15.0,38.0,23985,24808,1.034,1.0,0.034
813,"POW:36:1,POW:12:1,TGAMMA:60:2",TGAMMA_60_c2,"0,1",8.0,38.0,16972,17084,1.007,1.0,0.007
814,"DOT:84:2,XPY:48:2",DOT_84_c2,"4,1",40.1,88.8,31407,68918,2.194,2.125,0.069
814,"DOT:84:2,XPY:48:2",XPY_48_c2,"0,5",48.7,88.8,22157,39441,1.78,1.644,0.136
815,"DOT:36:1,ERF:12:2",DOT_36_c1,4,34.0,74.0,15880,31749,1.999,1.96,0.039
815,"DOT:36:1,ERF:12:2",ERF_12_c2,"0,1",40.0,74.0,6750,13139,1.947,1.71,0.236
816,"ERF:48:1,SUM:132:1,TGAMMA:60:1",ERF_48_c1,5,21.2,57.2,50880,61223,1.203,1.294,0.091
816,"ERF:48:1,SUM:132:1,TGAMMA:60:1",SUM_132_c1,4,32.0,57.2,30946,44401,1.435,1.456,0.021
816,"ERF:48:1,SUM:132:1,TGAMMA:60:1",TGAMMA_60_c1,1,4.0,57.2,33855,34591,1.022,1.024,0.002
817,"SQRTX:12:2,SUM:132:1",SQRTX_12_c2,"0,1",38.6,70.6,4659,7714,1.656,1.688,0.032
817,"SQRTX:12:2,SUM:132:1",SUM_132_c1,4,32.0,70.6,30946,54992,1.777,1.964,0.187
818,"XPY:60:1,XPY:60:1",XPY_60_c1,4,45.2,90.4,29859,54516,1.826,2.163,0.338
818,"XPY:60:1,XPY:60:1",XPY_60_c1,1,45.2,90.4,29859,54507,1.825,2.163,0.338
819,"SQRTX:12:1,TGAMMA:120:1",SQRTX_12_c1,5,19.8,23.8,9078,9126,1.005,1.0,0.005
819,"SQRTX:12:1,TGAMMA:120:1",TGAMMA_120_c1,0,4.0,23.8,67717,67622,0.999,1.0,0.001
820,"TGAMMA:120:1,ERF:24:1,SQRTX:12:1",TGAMMA_120_c1,1,4.0,45.0,67717,68071,1.005,1.011,0.006
820,"TGAMMA:120:1,ERF:24:1,SQRTX:12:1",ERF_24_c1,4,21.2,45.0,25440,26895,1.057,1.08,0.023
820,"TGAMMA:120:1,ERF:24:1,SQRTX:12:1",SQRTX_12_c1,5,19.8,45.0,9078,9462,1.042,1.101,0.058
821,"SUM:108:1,SQRTX:48:2,DOT:84:1",SUM_108_c1,5,32.0,104.6,25305,69446,2.744,2.776,0.032
821,"SUM:108:1,SQRTX:48:2,DOT:84:1",SQRTX_48_c2,"0,1",38.6,104.6,18647,41037,2.201,2.824,0.623
821,"SUM:108:1,SQRTX:48:2,DOT:84:1",DOT_84_c1,4,34.0,104.6,37041,86381,2.332,2.609,0.277
822,"COPY:84:2,SQRTX:48:1",COPY_84_c2,"4,1",33.2,53.1,37931,56087,1.479,1.085,0.394
822,"COPY:84:2,SQRTX:48:1",SQRTX_48_c1,0,19.9,53.1,36255,83175,2.294,1.294,1.0
823,"TGAMMA:12:1,COPY:84:1,SQRTX:48:1",TGAMMA_12_c1,5,4.0,56.8,6773,6877,1.015,1.023,0.007
823,"TGAMMA:12:1,COPY:84:1,SQRTX:48:1",COPY_84_c1,4,32.9,56.8,38335,67551,1.762,1.567,0.195
823,"TGAMMA:12:1,COPY:84:1,SQRTX:48:1",SQRTX_48_c1,1,19.9,56.8,36255,40716,1.123,1.292,0.169
824,"SUM:108:1,POW:36:1,XPY:60:1",SUM_108_c1,5,32.0,92.2,25305,71597,2.829,2.672,0.157
824,"SUM:108:1,POW:36:1,XPY:60:1",POW_36_c1,4,15.0,92.2,72048,79389,1.102,1.4,0.298
824,"SUM:108:1,POW:36:1,XPY:60:1",XPY_60_c1,1,45.2,92.2,29859,62048,2.078,2.389,0.311
825,"ERF:24:1,COPY:60:1,COPY:60:1,SUM:132:1",ERF_24_c1,5,21.2,118.8,25440,48648,1.912,2.317,0.405
825,"ERF:24:1,COPY:60:1,COPY:60:1,SUM:132:1",COPY_60_c1,4,32.8,118.8,27398,118943,4.341,3.786,0.555
825,"ERF:24:1,COPY:60:1,COPY:60:1,SUM:132:1",COPY_60_c1,0,32.8,118.8,27398,119338,4.356,3.786,0.57
825,"ERF:24:1,COPY:60:1,COPY:60:1,SUM:132:1",SUM_132_c1,1,32.0,118.8,30946,75660,2.445,3.109,0.664
826,"ERF:48:1,TGAMMA:120:2",ERF_48_c1,1,21.2,29.2,50880,51591,1.014,1.0,0.014
826,"ERF:48:1,TGAMMA:120:2",TGAMMA_120_c2,"4,5",8.0,29.2,33894,33830,0.998,1.0,0.002
827,"DOT:36:1,DOT:84:2",DOT_36_c1,4,34.0,74.1,15880,50052,3.152,1.963,1.189
827,"DOT:36:1,DOT:84:2",DOT_84_c2,"0,1",40.1,74.1,31407,58720,1.87,1.699,0.171
828,"ERF:48:1,SUM:108:1,SQRTX:12:1",ERF_48_c1,4,21.2,73.0,50880,57900,1.138,1.528,0.39
828,"ERF:48:1,SUM:108:1,SQRTX:12:1",SUM_108_c1,5,32.0,73.0,25305,48710,1.925,2.032,0.107
828,"ERF:48:1,SUM:108:1,SQRTX:12:1",SQRTX_12_c1,1,19.8,73.0,9078,15241,1.679,1.692,0.013
829,"ERF:48:1,ERF:48:2",ERF_48_c1,5,21.2,61.2,50880,73908,1.453,1.435,0.017
829,"ERF:48:1,ERF:48:2",ERF_48_c2,"0,1",40.0,61.2,26996,36929,1.368,1.332,0.036
830,"POW:36:1,SUM:108:1,TGAMMA:60:1",POW_36_c1,0,15.0,51.0,72048,80370,1.116,1.085,0.03
830,"POW:36:1,SUM:108:1,TGAMMA:60:1",SUM_108_c1,5,32.0,51.0,25305,34422,1.36,1.323,0.037
830,"POW:36:1,SUM:108:1,TGAMMA:60:1",TGAMMA_60_c1,1,4.0,51.0,33855,34696,1.025,1.021,0.004
831,"POW:12:1,SUM:132:1,SUM:84:1,SUM:84:1",POW_12_c1,5,15.0,111.0,23985,37518,1.564,1.587,0.023
831,"POW:12:1,SUM:132:1,SUM:84:1,SUM:84:1",SUM_132_c1,1,32.0,111.0,30946,90299,2.918,2.891,0.027
831,"POW:12:1,SUM:132:1,SUM:84:1,SUM:84:1",SUM_84_c1,4,32.0,111.0,19687,58932,2.993,3.006,0.013
831,"POW:12:1,SUM:132:1,SUM:84:1,SUM:84:1",SUM_84_c1,0,32.0,111.0,19687,59312,3.013,3.006,0.006
832,"ERF:12:1,DOT:84:2,TGAMMA:12:1",ERF_12_c1,5,21.2,65.3,12734,30077,2.362,1.501,0.861
832,"ERF:12:1,DOT:84:2,TGAMMA:12:1",DOT_84_c2,"4,1",40.1,65.3,31407,50054,1.594,1.444,0.15
832,"ERF:12:1,DOT:84:2,TGAMMA:12:1",TGAMMA_12_c1,0,4.0,65.3,6773,7065,1.043,1.031,0.012
833,"SUM:108:2,COPY:84:2",SUM_108_c2,"4,5",40.0,73.2,20247,51534,2.545,1.868,0.678
833,"SUM:108:2,COPY:84:2",COPY_84_c2,"0,1",33.2,73.2,37931,62420,1.646,1.636,0.01
834,"DOT:84:1,ERF:48:3",DOT_84_c1,4,34.0,79.7,37041,83161,2.245,2.062,0.183
834,"DOT:84:1,ERF:48:3",ERF_48_c3,"1,0,5",45.7,79.7,23617,39782,1.684,1.879,0.195
835,"ERF:48:1,COPY:60:1,POW:24:1",ERF_48_c1,4,21.2,69.0,50880,97096,1.908,1.621,0.287
835,"ERF:48:1,COPY:60:1,POW:24:1",COPY_60_c1,0,32.8,69.0,27398,56220,2.052,2.193,0.141
835,"ERF:48:1,COPY:60:1,POW:24:1",POW_24_c1,1,15.0,69.0,48124,52049,1.082,1.225,0.143
836,"ERF:24:1,SQRTX:48:3",ERF_24_c1,5,21.2,60.2,25440,46192,1.816,1.386,0.43
836,"ERF:24:1,SQRTX:48:3",SQRTX_48_c3,"0,4,1",39.0,60.2,18447,24720,1.34,1.341,0.001
837,"XPY:48:1,POW:12:1,TGAMMA:120:1",XPY_48_c1,1,44.9,63.9,24058,35475,1.475,1.584,0.109
837,"XPY:48:1,POW:12:1,TGAMMA:120:1",POW_12_c1,4,15.0,63.9,23985,25833,1.077,1.185,0.108
837,"XPY:48:1,POW:12:1,TGAMMA:120:1",TGAMMA_120_c1,5,4.0,63.9,67717,69627,1.028,1.037,0.009
838,"SUM:84:1,SUM:108:1,ERF:24:1",SUM_84_c1,4,32.0,85.2,19687,51447,2.613,2.352,0.261
838,"SUM:84:1,SUM:108:1,ERF:24:1",SUM_108_c1,1,32.0,85.2,25305,41134,1.626,2.198,0.572
838,"SUM:84:1,SUM:108:1,ERF:24:1",ERF_24_c1,0,21.2,85.2,25440,50680,1.992,1.86,0.132
839,"XPY:48:1,XPY:48:1,SUM:108:1",XPY_48_c1,1,44.9,121.8,24058,89625,3.725,3.05,0.675
839,"XPY:48:1,XPY:48:1,SUM:108:1",XPY_48_c1,5,44.9,121.8,24058,89690,3.728,3.05,0.678
839,"XPY:48:1,XPY:48:1,SUM:108:1",SUM_108_c1,0,32.0,121.8,25305,38754,1.531,3.033,1.502
840,"POW:12:1,DOT:84:1,POW:36:2",POW_12_c1,5,15.0,78.3,23985,33692,1.405,1.331,0.074
840,"POW:12:1,DOT:84:1,POW:36:2",DOT_84_c1,4,34.0,78.3,37041,89789,2.424,2.025,0.399
840,"POW:12:1,DOT:84:1,POW:36:2",POW_36_c2,"0,1",29.3,78.3,36901,57511,1.559,1.56,0.002
841,"POW:24:1,SUM:108:1,SUM:108:1",POW_24_c1,4,15.0,79.0,48124,69485,1.444,1.376,0.068
841,"POW:24:1,SUM:108:1,SUM:108:1",SUM_108_c1,0,32.0,79.0,25305,65852,2.602,2.153,0.45
841,"POW:24:1,SUM:108:1,SUM:108:1",SUM_108_c1,1,32.0,79.0,25305,41893,1.656,2.034,0.378
842,"XPY:48:1,SUM:132:1,SUM:108:2",XPY_48_c1,0,44.9,116.9,24058,81021,3.368,2.806,0.562
842,"XPY:48:1,SUM:132:1,SUM:108:2",SUM_132_c1,5,32.0,116.9,30946,88932,2.874,3.058,0.184
842,"XPY:48:1,SUM:132:1,SUM:108:2",SUM_108_c2,"4,1",40.0,116.9,20247,54899,2.711,3.463,0.752
843,"SQRTX:48:2,XPY:48:2",SQRTX_48_c2,"0,1",38.6,87.3,18647,49222,2.64,2.246,0.394
843,"SQRTX:48:2,XPY:48:2",XPY_48_c2,"4,5",48.7,87.3,22157,33116,1.495,1.619,0.125
844,"ERF:12:2,POW:36:1",ERF_12_c2,"4,5",40.0,55.0,6750,8805,1.304,1.148,0.156
844,"ERF:12:2,POW:36:1",POW_36_c1,0,15.0,55.0,72048,84709,1.176,1.163,0.013
845,"COPY:60:3,COPY:84:1",COPY_60_c3,"4,5,1",33.2,66.1,27096,36111,1.333,1.441,0.108
845,"COPY:60:3,COPY:84:1",COPY_84_c1,0,32.9,66.1,38335,151710,3.957,1.993,1.965
846,"SQRTX:12:1,POW:36:2,TGAMMA:12:1",SQRTX_12_c1,5,19.8,53.1,9078,11712,1.29,1.284,0.006
846,"SQRTX:12:1,POW:36:2,TGAMMA:12:1",POW_36_c2,"4,1",29.3,53.1,36901,39472,1.07,1.061,0.008
846,"SQRTX:12:1,POW:36:2,TGAMMA:12:1",TGAMMA_12_c1,0,4.0,53.1,6773,6889,1.017,1.017,0.0
847,"SUM:84:1,TGAMMA:12:1,SUM:108:1",SUM_84_c1,4,32.0,68.0,19687,35435,1.8,1.996,0.196
847,"SUM:84:1,TGAMMA:12:1,SUM:108:1",TGAMMA_12_c1,5,4.0,68.0,6773,6913,1.021,1.028,0.007
847,"SUM:84:1,TGAMMA:12:1,SUM:108:1",SUM_108_c1,0,32.0,68.0,25305,45621,1.803,1.996,0.194
848,"TGAMMA:60:1,POW:24:1,SQRTX:48:1,TGAMMA:12:1",TGAMMA_60_c1,5,4.0,42.9,33855,34139,1.008,1.009,0.0
848,"TGAMMA:60:1,POW:24:1,SQRTX:48:1,TGAMMA:12:1",POW_24_c1,4,15.0,42.9,48124,49413,1.027,1.032,0.005
848,"TGAMMA:60:1,POW:24:1,SQRTX:48:1,TGAMMA:12:1",SQRTX_48_c1,1,19.9,42.9,36255,37913,1.046,1.067,0.021
848,"TGAMMA:60:1,POW:24:1,SQRTX:48:1,TGAMMA:12:1",TGAMMA_12_c1,0,4.0,42.9,6773,6830,1.008,1.007,0.001
849,"SQRTX:12:1,TGAMMA:12:1,DOT:36:1",SQRTX_12_c1,4,19.8,57.8,9078,9916,1.092,1.289,0.197
849,"SQRTX:12:1,TGAMMA:12:1,DOT:36:1",TGAMMA_12_c1,1,4.0,57.8,6773,6907,1.02,1.028,0.008
849,"SQRTX:12:1,TGAMMA:12:1,DOT:36:1",DOT_36_c1,5,34.0,57.8,15880,23720,1.494,1.456,0.038
850,"DOT:84:1,SUM:84:1,ERF:12:1",DOT_84_c1,1,34.0,87.2,37041,61131,1.65,2.133,0.482
850,"DOT:84:1,SUM:84:1,ERF:12:1",SUM_84_c1,0,32.0,87.2,19687,55884,2.839,2.397,0.441
850,"DOT:84:1,SUM:84:1,ERF:12:1",ERF_12_c1,4,21.2,87.2,12734,25484,2.001,1.888,0.114
851,"COPY:60:1,SQRTX:48:1",COPY_60_c1,4,32.8,52.7,27398,43196,1.577,1.429,0.148
851,"COPY:60:1,SQRTX:48:1",SQRTX_48_c1,5,19.9,52.7,36255,38575,1.064,1.206,0.142
852,"SQRTX:12:1,ERF:12:2",SQRTX_12_c1,1,19.8,59.8,9078,13616,1.5,1.419,0.081
852,"SQRTX:12:1,ERF:12:2",ERF_12_c2,"0,5",40.0,59.8,6750,8657,1.283,1.29,0.008
853,"POW:12:1,DOT:36:1,SUM:108:1,POW:12:1",POW_12_c1,1,15.0,96.0,23985,36168,1.508,1.488,0.02
853,"POW:12:1,DOT:36:1,SUM:108:1,POW:12:1",DOT_36_c1,4,34.0,96.0,15880,41149,2.591,2.407,0.184
853,"POW:12:1,DOT:36:1,SUM:108:1,POW:12:1",SUM_108_c1,5,32.0,96.0,25305,70386,2.782,2.554,0.228
853,"POW:12:1,DOT:36:1,SUM:108:1,POW:12:1",POW_12_c1,0,15.0,96.0,23985,41878,1.746,1.492,0.254
854,"XPY:48:1,POW:24:2",XPY_48_c1,4,44.9,74.2,24058,43505,1.808,1.897,0.089
854,"XPY:48:1,POW:24:2",POW_24_c2,"0,5",29.3,74.2,24606,37665,1.531,1.479,0.052
855,"TGAMMA:12:1,DOT:84:3",TGAMMA_12_c1,4,4.0,43.6,6773,7097,1.048,1.008,0.04
855,"TGAMMA:12:1,DOT:84:3",DOT_84_c3,"1,0,5",39.6,43.6,31858,40070,1.258,1.0,0.258
856,"SUM:108:2,SUM:84:1",SUM_108_c2,"4,1",40.0,72.0,20247,36913,1.823,1.823,0.0
856,"SUM:108:2,SUM:84:1",SUM_84_c1,5,32.0,72.0,19687,57365,2.914,2.007,0.907
857,"SUM:132:1,ERF:24:1,COPY:60:1",SUM_132_c1,5,32.0,86.0,30946,74533,2.408,2.37,0.038
857,"SUM:132:1,ERF:24:1,COPY:60:1",ERF_24_c1,1,21.2,86.0,25440,48385,1.902,1.871,0.031
857,"SUM:132:1,ERF:24:1,COPY:60:1",COPY_60_c1,0,32.8,86.0,27398,60367,2.203,2.553,0.349
858,"SUM:84:1,POW:36:1,COPY:60:1",SUM_84_c1,4,32.0,79.8,19687,30029,1.525,2.055,0.529
858,"SUM:84:1,POW:36:1,COPY:60:1",POW_36_c1,5,15.0,79.8,72048,132381,1.837,1.383,0.455
858,"SUM:84:1,POW:36:1,COPY:60:1",COPY_60_c1,1,32.8,79.8,27398,86896,3.172,2.495,0.676
859,"XPY:48:1,SUM:84:1",XPY_48_c1,4,44.9,76.9,24058,35572,1.479,2.081,0.603
859,"XPY:48:1,SUM:84:1",SUM_84_c1,0,32.0,76.9,19687,41342,2.1,2.325,0.225
860,"ERF:12:1,SQRTX:12:1,ERF:48:1",ERF_12_c1,0,21.2,62.2,12734,14237,1.118,1.355,0.237
860,"ERF:12:1,SQRTX:12:1,ERF:48:1",SQRTX_12_c1,5,19.8,62.2,9078,13711,1.51,1.464,0.046
860,"ERF:12:1,SQRTX:12:1,ERF:48:1",ERF_48_c1,1,21.2,62.2,50880,69620,1.368,1.45,0.082
861,"XPY:48:1,SUM:84:2",XPY_48_c1,5,44.9,84.9,24058,70880,2.946,2.173,0.773
861,"XPY:48:1,SUM:84:2",SUM_84_c2,"4,1",40.0,84.9,15752,37976,2.411,2.305,0.106
862,"TGAMMA:12:1,SQRTX:12:1",TGAMMA_12_c1,0,4.0,23.8,6773,6770,1.0,1.0,0.0
862,"TGAMMA:12:1,SQRTX:12:1",SQRTX_12_c1,1,19.8,23.8,9078,9113,1.004,1.0,0.004
863,"DOT:36:2,POW:12:1",DOT_36_c2,"0,1",40.1,55.1,13460,20504,1.523,1.148,0.375
863,"DOT:36:2,POW:12:1",POW_12_c1,4,15.0,55.1,23985,42193,1.759,1.164,0.595
864,"SUM:132:2,POW:36:1",SUM_132_c2,"4,1",40.0,55.0,24731,40035,1.619,1.187,0.432
864,"SUM:132:2,POW:36:1",POW_36_c1,0,15.0,55.0,72048,104466,1.45,1.163,0.287
865,"POW:12:2,ERF:12:2",POW_12_c2,"4,5",29.3,69.3,12291,15609,1.27,1.382,0.112
865,"POW:12:2,ERF:12:2",ERF_12_c2,"0,1",40.0,69.3,6750,10791,1.599,1.571,0.027
866,"ERF:48:2,COPY:84:1,SUM:132:1",ERF_48_c2,"4,1",40.0,104.9,26996,68710,2.545,2.625,0.08
866,"ERF:48:2,COPY:84:1,SUM:132:1",COPY_84_c1,0,32.9,104.9,38335,127820,3.334,3.277,0.057
866,"ERF:48:2,COPY:84:1,SUM:132:1",SUM_132_c1,5,32.0,104.9,30946,75738,2.447,2.788,0.34
867,"DOT:84:2,TGAMMA:60:1",DOT_84_c2,"0,1",40.1,44.1,31407,36189,1.152,1.0,0.152
867,"DOT:84:2,TGAMMA:60:1",TGAMMA_60_c1,4,4.0,44.1,33855,35395,1.045,1.01,0.035
868,"TGAMMA:120:1,SUM:84:1,ERF:48:1,XPY:48:1",TGAMMA_120_c1,0,4.0,102.1,67717,70183,1.036,1.068,0.032
868,"TGAMMA:120:1,SUM:84:1,ERF:48:1,XPY:48:1",SUM_84_c1,4,32.0,102.1,19687,34110,1.733,2.617,0.884
868,"TGAMMA:120:1,SUM:84:1,ERF:48:1,XPY:48:1",ERF_48_c1,5,21.2,102.1,50880,151976,2.987,2.143,0.844
868,"TGAMMA:120:1,SUM:84:1,ERF:48:1,XPY:48:1",XPY_48_c1,1,44.9,102.1,24058,67011,2.785,2.52,0.265
869,"SUM:108:1,SQRTX:12:1",SUM_108_c1,5,32.0,51.8,25305,32330,1.278,1.313,0.035
869,"SUM:108:1,SQRTX:12:1",SQRTX_12_c1,4,19.8,51.8,9078,9805,1.08,1.192,0.112
870,"SUM:84:2,TGAMMA:12:2",SUM_84_c2,"0,1",40.0,48.0,15752,18413,1.169,1.0,0.169
870,"SUM:84:2,TGAMMA:12:2",TGAMMA_12_c2,"4,5",8.0,48.0,3394,3530,1.04,1.0,0.04
871,"ERF:24:1,TGAMMA:12:1",ERF_24_c1,1,21.2,25.2,25440,25650,1.008,1.0,0.008
871,"ERF:24:1,TGAMMA:12:1",TGAMMA_12_c1,5,4.0,25.2,6773,6777,1.001,1.0,0.001
872,"SUM:132:1,COPY:60:2,POW:12:1",SUM_132_c1,0,32.0,80.2,30946,120183,3.884,2.197,1.686
872,"SUM:132:1,COPY:60:2,POW:12:1",COPY_60_c2,"4,1",33.2,80.2,27078,44789,1.654,1.827,0.173
872,"SUM:132:1,COPY:60:2,POW:12:1",POW_12_c1,5,15.0,80.2,23985,43520,1.814,1.35,0.464
873,"COPY:84:1,SQRTX:12:2",COPY_84_c1,1,32.9,71.5,38335,101066,2.636,2.259,0.378
873,"COPY:84:1,SQRTX:12:2",SQRTX_12_c2,"4,5",38.6,71.5,4659,9897,2.124,1.718,0.406
874,"TGAMMA:12:1,ERF:12:1,TGAMMA:12:1,SQRTX:12:1",TGAMMA_12_c1,5,4.0,49.0,6773,6861,1.013,1.015,0.002
874,"TGAMMA:12:1,ERF:12:1,TGAMMA:12:1,SQRTX:12:1",ERF_12_c1,4,21.2,49.0,12734,13877,1.09,1.163,0.073
874,"TGAMMA:12:1,ERF:12:1,TGAMMA:12:1,SQRTX:12:1",TGAMMA_12_c1,0,4.0,49.0,6773,6865,1.014,1.015,0.002
